trotter_steps,trunc_terms,trunc_hs_weight,trunc_pauli_renyi2,trunc_pauli_linear,trunc_pauli_shannon,trunc_op_entanglement,trunc_op_entanglement_renyi2,trunc_schmidt_rows,trunc_schmidt_cols,exact_terms,exact_hs_weight,exact_pauli_renyi2,exact_pauli_linear,exact_pauli_shannon,exact_op_entanglement,exact_op_entanglement_renyi2,exact_schmidt_rows,exact_schmidt_cols
1,2,1,0.569776989075,0.434348428885,0.625977657707,-0,-0,1,2,2,1,0.569776989075,0.434348428885,0.625977657707,-0,-0,1,2
2,10,1,1.26989283373,0.719138280931,1.65110511472,0.625977657707,0.569776989075,3,6,14,1,1.26989283373,0.719138280931,1.65110511472,0.625977657707,0.569776989075,3,9
3,70,1,1.54703356087,0.787121470688,2.28379444378,0.954664263083,0.771439945072,9,27,132,1,1.54703356087,0.787121470688,2.28379444378,0.954664263083,0.771439945072,10,34
4,588,1,2.52031075223,0.919565392368,3.13638695871,0.923589019147,0.64536414889,30,90,1430,1,2.52031075223,0.919565392368,3.13638695871,0.923589019147,0.64536414889,35,125
5,5534,0.999999999992,3.6453941544,0.973888883986,4.31417630099,1.30310863133,1.14049888199,100,340,16796,1,3.64539415441,0.973888883986,4.31417630119,1.30310863128,1.140498882,126,461
6,31344,0.999999996437,3.91353327396,0.980030182573,5.16953963601,1.30714068108,1.08212302476,344,1100,208012,1,3.91353328109,0.980030182715,5.16953972201,1.30714067944,1.08212303173,462,1715
7,112727,0.999999968949,4.60659565056,0.990014244491,5.99320019507,1.21843664603,0.785017352385,827,2569,,,,,,,,,
